district,address,longitude,latitude,total_price,unit_price,
萬華區,臺北市萬華區成都路61號,121.505812,25.042907,430000,2364,
文山區,臺北市文山區木新路二段1號,121.570777,24.987637,51084,432,
松山區,臺北市松山區南京東路三段338巷1號,121.547618,25.051297,68000,746,
中山區,臺北市中山區長春路361號,121.54566,25.054658,65000,811,
信義區,臺北市信義區忠孝東路五段511號,121.578649,25.041493,115000,669,
松山區,臺北市松山區八德路四段121號,121.561817,25.048752,140000,258,
大安區,臺北市大安區基隆路二段121號,121.557072,25.028451,145306,655,
士林區,臺北市士林區德行東路181號,121.531155,25.108921,60000,735,
士林區,臺北市士林區文林路61號,121.525666,25.087215,200000,1398,
士林區,臺北市士林區重慶北路四段151號,121.511868,25.083266,18000,560,
士林區,臺北市士林區重慶北路四段151號,121.511868,25.083266,14000,450,
中山區,臺北市中山區明水路541號,121.551815,25.078524,50000,404,
大安區,臺北市大安區信義路三段121號,121.543582,25.033312,110000,945,
大安區,臺北市大安區忠孝東路四段31號,121.550843,25.043277,460000,2552,
大安區,臺北市大安區忠孝東路四段31號,121.550843,25.043277,500000,570,
北投區,臺北市北投區三合街二段421號,121.502767,25.126595,33000,482,
士林區,臺北市士林區中山北路六段121號,121.530152,25.118312,200000,1006,
大安區,臺北市大安區忠孝東路四段61號,121.545933,25.041785,1379000,1781,
中正區,臺北市中正區南昌路一段31號,121.516958,25.031701,90000,713,
文山區,臺北市文山區興隆路四段121號,121.561399,24.985719,24000,463,
大安區,臺北市大安區忠孝東路三段181號,121.539057,25.041999,65000,666,
松山區,臺北市松山區敦化北路165巷1號,121.550077,25.054887,68112,509,
內湖區,臺北市內湖區成功路三段61號,121.590135,25.077352,50000,509,
士林區,臺北市士林區福港街1號,121.518104,25.091458,24000,392,
大安區,臺北市大安區和平東路三段228巷31號,121.553851,25.021036,32000,372,
士林區,臺北市士林區芝玉路一段211號,121.533174,25.108034,90800,271,
文山區,臺北市文山區忠順街一段91號,121.559136,24.984208,22000,438,
中山區,臺北市中山區南京東路三段121號,121.540066,25.052139,100000,1086,
松山區,臺北市松山區光復北路11巷91號,121.561867,25.050389,52000,623,
松山區,臺北市松山區八德路三段61號,121.557843,25.048199,170000,781,
大安區,臺北市大安區忠孝東路三段181號,121.539057,25.041999,90816,930,
萬華區,臺北市萬華區青年路121號,121.506474,25.026109,45000,304,
大安區,臺北市大安區復興南路一段61號,121.544077,25.044586,160000,1787,
大安區,臺北市大安區忠孝東路三段181號,121.539057,25.041999,90816,1133,
南港區,臺北市南港區忠孝東路五段961號,121.581199,25.043212,120000,981,
北投區,臺北市北投區石牌路二段31號,121.515511,25.115991,150000,1311,
士林區,臺北市士林區德行東路151號,121.529664,25.108297,60000,657,
大安區,臺北市大安區仁愛路四段361號,121.554504,25.038054,56000,1005,
中山區,臺北市中山區民權東路三段61號,121.543279,25.062568,150000,796,
士林區,臺北市士林區忠誠路一段31號,121.527282,25.104224,98000,876,
信義區,臺北市信義區嘉興街256巷1號,121.555583,25.024891,43000,589,
士林區,臺北市士林區忠誠路一段91號,121.528186,25.104669,95000,974,
中山區,臺北市中山區新生北路三段68巷1號,121.527341,25.066233,44954,355,
大安區,臺北市大安區忠孝東路四段170巷17弄1號,121.550872,25.040037,70000,629,
大安區,臺北市大安區忠孝東路四段91號,121.54777,25.041788,220000,2610,
士林區,臺北市士林區中正路121號,121.528519,25.095672,230000,232,
大安區,臺北市大安區辛亥路二段121號,121.539241,25.021817,43300,347,
大安區,臺北市大安區大安路一段61號,121.546262,25.042786,293000,1240,
中山區,臺北市中山區明水路541號,121.551815,25.078524,50000,404,
中山區,臺北市中山區市民大道三段31號,121.534523,25.04523,88889,429,
北投區,臺北市北投區義方街1號,121.502505,25.140744,42000,169,
大安區,臺北市大安區四維路6巷1號,121.547654,25.037067,68000,536,
信義區,臺北市信義區忠孝東路五段524巷1弄1號,121.579474,25.041226,60000,493,
大同區,臺北市大同區民生西路91號,121.519346,25.057653,85000,1518,
內湖區,臺北市內湖區康寧路三段189巷11弄1號,121.612414,25.070384,34000,431,
大安區,臺北市大安區敦化南路一段187巷31號,121.550993,25.042724,520000,2796,
士林區,臺北市士林區中正路421號,121.520654,25.093613,120000,553,
松山區,臺北市松山區南京東路四段91號,121.554067,25.051821,150000,862,
